HTR4	Q13639
TAS2R30	P59541
TAS2R31	P59538
MICAL3	Q7RTP6
MICAL2	O94851
TAS2R38	P59533
TAS2R39	P59534
ARTN	Q5T4W7
CCNJL	Q8IV13
TAS2R60	P59551
CETN1	Q12798
CETN2	P41208
CETN3	O15182
ARV1	Q9H2C2
STBD1	O95210
NCOA1	Q15788
NCOA2	Q15596
TAS2R50	P59544
NCOA5	Q9HCD5
NCOA6	Q14686
NCOA3	Q9Y6Q9
NCOA4	Q13772
VSNL1	P62760
BANK1	Q8NDB2
CCNI2	Q6ZMN8
NCOA7	Q8NI08
CRELD1	Q96HD1
CRELD2	Q6UXH1
SFI1	A8K8P3
DEFB129	Q9H1M3
DEFB128	Q7Z7B8
DEFB127	Q9H1M4
DEFB126	Q9BYW3
DEFB125	Q8N687
DEFB124	Q8NES8
DEFB123	Q8N688
DEFB121	Q5J5C9
SAMM50	Q9Y512
BCAP31	P51572
NUBPL	Q8TB37
DEFB136	Q30KP8
DEFB135	Q30KP9
DEFB134	Q4QY38
DEFB133	Q30KQ1
DEFB132	Q7Z7B7
CCNG2	Q16589
LKAAEAR1	Q8TD35
CCNG1	P51959
AUNIP	Q9H7T9
TARDBP	Q13148
KLHL36	Q8N4N3
KLHL38	Q2WGJ6
KLHL32	Q96NJ5
ZRSR2P1	Q15695
KLHL33	A6NCF5
KLHL34	Q8N239
KLHL35	Q6PF15
KLHL31	Q9H511
RPL39P5	Q59GN2
CCND3	P30281
CCND2	P30279
CCND1	P24385
BANF1	O75531
BANF2	Q9H503
C9orf106	Q8NAJ2
PDGFRB	P09619
PDGFRA	P16234
HFM1	A2PYH4
CYBB	P04839
CYBA	P13498
KLHL40	Q2TBA0
KLHL41	O60662
PDGFRL	Q15198
KLHL42	Q9P2K6
PROCR	Q9UNN8
CCNE2	O96020
CCNE1	P24864
RRNAD1	XP_005245292
C9orf116	Q5BN46
KLHL18	O94889
KLHL14	Q9P2G3
KLHL15	Q96M94
KLHL17	Q6TDP4
KLHL10	Q6JEL2
KLHL11	Q9NVR0
KLHL12	Q53G59
KLHL13	Q9P2N7
CCNB3	Q8WWL7
CCNB2	O95067
CCNB1	P14635
BRINP2	Q9C0B6
BRINP1	O60477
CYC1	P08574
PRODH	O43272
BRINP3	Q76B58
KLHL29	Q96CT2
KLHL25	Q9H0H3
KLHL26	Q53HC5
KLHL28	Q9NXS3
KLHL21	Q9UJP4
KLHL22	Q53GT1
KLHL23	Q8NBE8
KLHL24	Q6TFL4
KLHL20	Q9Y2M5
ABHD12B	Q7Z5M8
C9orf131	Q5VYM1
APPBP2	Q92624
CYCS	P99999
C9orf139	Q6ZV77
YWHAE	P62258
LGALS3BP	Q08380
MCUR1	Q96AQ8
YWHAB	P31946
YWHAQ	P27348
ABHD16A	O95870
SFR1	Q86XK3
YWHAG	P61981
YWHAH	Q04917
TBC1D8	O95759
TBC1D9	Q6ZT07
ABHD14B	Q96IU4
UBE2QL1	A1L167
ABHD14A	Q9BUJ0
YWHAZ	P63104
CCNA2	P20248
C9orf152	Q5JTZ5
TBC1D1	Q86TI0
CCNA1	P78396
SFPQ	P23246
TBC1D2	Q9BYX2
C9orf153	Q5TBE3
TBC1D3	Q8IZP1
TBC1D4	O60343
TBC1D5	Q92609
TBC1D7	Q9P0N9
RRBP1	Q9P2E9
ABHD17C	NP_067037
CYGB	Q8WWM9
C9orf163	Q8N9P6
ABHD17B	Q5VST6
ABHD17A	Q96GS6
ASB8	Q9H765
ASB9	Q96DX5
ASB6	Q9NWX5
ASB7	Q9H672
ASB4	Q9Y574
QRICH1	Q2TAL8
ASB5	Q8WWX0
QRICH2	Q9H0J4
ASB2	Q96Q27
ASB3	Q9Y575
ASB1	Q9Y576
MAML2	Q8IZL2
MAML1	Q92585
MYT1L	Q9UL68
THYN1	Q9P016
PRR20C	P86479
PRR20B	NP_940843
PRR20E	P86478
PRR20D	P86480
PRR20A	NP_940843
WSB1	Q9Y6I7
WSB2	Q9NYS7
IFT80	Q9P2H3
IFT88	Q13099
IFT81	Q8WYA0
MAML3	Q96JK9
UBA52	P62987
NEDD4L	Q96PU5
ATXN7L3B	Q96GX2
RNASE11	Q8TAA1
RNASE10	Q5GAN6
RNASE13	Q5GAN3
CYLD	Q9NQC7
FA2H	Q7L5A8
SLC2A14	Q8TDB8
SLC2A11	Q9BYW1
SLC2A10	O95528
SLC2A13	Q96QE2
SLC2A12	Q8TD20
FN3KRP	Q9HA64
LSG1	Q9H089
SLCO4A1	Q96BD0
PRR23B	Q6ZRT6
NPSR1	Q6W5P4
PLPPR1	Q8TBJ4
PLPPR2	Q96GM1
PLPPR3	Q6T4P5
PLPPR4	Q7Z2D5
ANKRD55	Q3KP44
PLPPR5	Q32ZL2
ASIP	P42127
ANKRD53	Q8N9V6
ANKRD54	Q6NXT1
ANKRD52	Q8NB46
ANKRD50	Q9ULJ7
ERP44	Q9BS26
ZNFX1	Q9P2E3
SLCO4C1	Q6ZQN7
ANKRD65	E5RJM6
ANKRD39	Q53RE8
ANKRD37	Q7Z713
ANKRD35	Q8N283
ANKRD36	A6QL64
ANKRD33	Q7Z3H0
DACH2	Q96NX9
DACH1	Q9UI36
GRB14	Q14449
NAGLU	P54802
GRAP2	O75791
GRB10	Q13322
ANKRD31	Q8N7Z5
LINC01587	Q99440
CD177	Q8N6Q3
ANKRD49	Q8WVL7
DEFB119	Q8N690
ANKRD46	Q86W74
DEFB118	Q96PH6
ANKRD44	Q8N8A2
DEFB116	Q30KQ4
ANKRD45	Q5TZF3
CD180	Q99467
DEFB115	Q30KQ5
DEFB114	Q30KQ6
DEFB113	Q30KQ7
DEFB112	Q30KQ8
CYS1	Q717R9
DEFB110	Q30KQ9
CLIP3	Q96DZ5
BSCL2	Q96G97
CLIP2	Q9UDT6
CLIP1	P30622
CLIP4	Q8N3C7
ANKRD42	Q8N9B4
ERP29	P30040
ANKRD40	Q6AI12
ERP27	Q96DN0
GRAPL	Q8TC17
ANKRD17	O75179
CD151	P48509
ANKRD11	Q6UB99
ANKRD12	Q6UB98
ASMT	P46597
ANKRD10	Q9NXR5
ANKRD28	O15084
CD164	Q04900
ANKRD29	Q8N6D5
ANKRD26	Q9UPS8
CD163	Q86VB7
ANKRD27	Q96NW4
ANKRD24	Q8TF21
CD160	O95971
ANKRD22	Q5VYY1
ANKRD23	Q86SG2
LSM1	O15116
ASNS	P08243
LSM5	Q9Y4Y9
LSM4	Q9Y4Z0
LSM3	P62310
LSM2	Q9Y333
CNOT4	O95628
LSM8	O95777
LSM7	Q9UK45
CNOT6	Q9ULM6
CNOT7	Q9UIV1
LSM6	P62312
CNOT1	A5YKK6
CNOT2	Q9NZN8
CNOT3	O75175
CNOT8	Q9UFF9
CNOT9	Q92600
EIF4G3	O43432
EIF4G2	P78344
EIF4G1	Q04637
DPP10	Q8N608
EIF4E3	Q8N5X7
LSP1	P33241
NAGPA	Q9UK23
SGCE	O43556
SGCD	Q92629
SGCA	Q16586
SGCB	Q16585
GRASP	Q7Z6J2
SGCG	Q13326
ASPN	Q9BXN1
ASPM	Q8IZT6
ETV3L	Q6ZN32
ASPH	Q12797
ASPG	Q86U10
EIF4E2	O60573
ASPA	P45381
NLGN3	Q9NZ94
NLGN1	Q8N2Q7
NLGN2	Q8NFZ4
EP400P1	Q6ZTU2
WASF1	Q92558
WASF2	Q9Y6W5
LINC01565	O15544
WASF3	Q9UPY6
SGCZ	Q96LD1
ASS1	P00966
RHEBL1	Q8TAI7
LINC01554	Q52M75
LINC01555	Q8NAE3
LINC01556	Q5JQF7
FAAH	O00519
LST1	O00453
UMAD1	C9J7I0
HGH1	Q9BTY7
PKD2L1	Q9P0L9
PKD2L2	Q9NZM6
NADSYN1	Q6IA69
CYP27A1	Q02318
RRAGA	Q7L523
RRAGC	Q9HB90
ASTL	Q6HA08
RRAGB	Q5VZM2
CD109	Q6YHK3
RRAGD	Q9NQL2
VDAC3	Q9Y277
VDAC2	P45880
VDAC1	P21796
CD101	Q93033
EIF5A2	Q9GZV4
UMOD	P07911
CD99L2	Q8TCZ2
C4B_2	P0C0L5
CYP27B1	O15528
DGUOK	Q16854
NUAK1	O60285
NUAK2	Q9H093
FADD	Q13158
ZRSR2	Q15696
SIAH3	Q8IW03
SIAH2	O43255
SIAH1	Q8IUQ4
ACADSB	P45954
UBAC1	Q9BSL1
UBAC2	Q8NBM4
STAG1	Q8WVM7
CYP27C1	Q4G0S4
STAG2	Q8N3U4
STAG3	Q9UJ98
ALDH18A1	P54886
CLIC6	Q96NY7
CLIC5	Q9NZA1
CLIC4	Q9Y696
PMS2CL	Q68D20
CLIC3	O95833
FASTKD1	Q53R41
FASTKD2	Q9NYY8
FAF1	Q9UNN5
FASTKD3	Q14CZ7
FAF2	Q96CS3
STAB2	Q8WWQ8
STAB1	Q9NY15
CLIC2	O15247
CLIC1	O00299
MAP4K1	Q92918
PRMT6	Q96LA8
PRMT5	O14744
MAP4K2	Q12851
MANBA	O00462
PRMT8	Q9NR22
PRMT7	Q9NVM4
PRMT2	P55345
PRMT1	Q99873
PRMT3	O60678
NAALADL2	Q58DX5
NAALADL1	Q9UQQ1
FASTKD5	Q7L8L6
SGK3	Q96BR1
SGK1	O00141
UMPS	P11172
SGK2	Q9HBY8
PRMT9	Q6P2P2
LYZL1	Q6UWQ5
LYZL2	Q7Z4W2
LYZL4	Q96KX0
LYZL6	O75951
ASZ1	Q8WWH4
MPZL3	Q6UWV2
MAP4K5	Q9Y4K4
MPZL1	O95297
MAP4K3	Q8IVH8
MPZL2	O60487
MAP4K4	O95819
DNAJC5B	Q9UF47
STAC3	Q96MF2
STAC2	Q6ZMT1
TOMM7	Q9P0U1
TOMM5	Q8N4H5
TOMM6	Q96B49
PMS2P5	A8MQ11
ARID4A	P29374
ARID4B	Q4LE39
MANEA	Q5SRI9
PTTG1	O95997
PTTG2	Q9NZH5
UNC5CL	Q8IV45
ARID5A	Q03989
ARID5B	Q14865
CGRRF1	Q99675
SGO1	Q5FBB7
SGO2	Q562F6
DNAJC30	Q96LL9
PMS2P3	Q13401
STAM2	O75886
FAIM	Q9NVQ4
DNAJC24	Q6P3W2
DNAJC27	Q9NZQ0
DNAJC28	Q9NX36
ASIC4	Q96FT7
ASIC5	Q9NY37
SOHLH1	Q5JUK2
SOHLH2	Q9NX45
DNAJC21	Q5F1R6
STAP1	Q9ULZ2
STAP2	Q9UGK3
ASIC2	Q16515
ASIC3	Q9UHC3
ASIC1	P78348
DNAJC19	Q96DA6
EPHX2	P34913
EPHX1	P07099
EPHX4	Q8IUS5
DNAJC11	Q9NVH1
DNAJC12	Q9UKB3
EPHX3	Q9H6B9
DNAJC13	O75165
IGLV7-43	P04211
DNAJC14	Q6Y2X3
DNAJC15	Q9Y5T4
DNAJC16	Q9Y2G8
DNAJC17	Q9NVM6
DNAJC18	Q9H819
DNAJC10	Q8IXB1
ACADVL	P49748
MCTP1	Q6DN14
SGSH	P51688
IGKV2-29	A2NJV5
NETO1	Q8TDF5
IGKV2-28	A0A075B6P5
ENOSF1	Q7L5Y1
HIBCH	Q6NVY1
ARID1A	O14497
ARID1B	Q8NFD5
LATS1	O95835
LATS2	Q9NRM7
EHHADH	Q08426
MCTP2	Q6DN12
IGKV2-30	P06310
FAN1	Q9Y2M0
ATE1	O95260
WTAP	Q15007
SGTB	Q96EQ0
SGTA	O43765
PCARE	A6NGG8
DTNBP1	Q96EV8
ARID3A	Q99856
ARID3B	Q8IVW6
ARID3C	A6NKF2
SH3YL1	Q96HL8
LTBR	P36941
ATF1	P18846
ATF2	P15336
MT-CO1	P00395
ENDOU	P21128
ENDOV	Q8N8Q3
SUPT20H	Q8NEM7
ATG3	Q9NT62
ENDOG	Q14249
CD2AP	Q9Y5K6
FAR1	Q8WVX9
ATF7	P17544
MT-CO2	P00403
FAR2	Q96K12
MT-CO3	P00414
ATF5	Q9Y2D1
ATF6	P18850
ATF3	P18847
ATF4	P18848
OR7A2P	Q8NGA2
EPB41L5	Q9HCM4
EPB41L1	Q9H4G0
EPB41L2	O43491
EPB41L3	Q9Y2J2
PIP5K1A	Q99755
PIP5K1B	O14986
PIP5K1C	O60331
ATG7	O95352
ATG5	Q9H1Y0
VANGL1	Q8TAA9
VANGL2	Q9ULK5
QARS	P47897
PRXL2A	Q9BRX8
FASN	P49327
PRXL2B	Q8TBF2
PRXL2C	Q7RTV5
FAT1	Q14517
FAT2	Q9NYQ8
PYDC1	Q8WXC3
FAT3	Q8TDW7
PYDC2	Q56P42
FAT4	Q6V0I7
BHLHE41	Q9C0J9
SMPD3	Q9NY59
SMPD2	O60906
ATIC	P31939
SMPD4	Q9NXE4
SMPD1	P17405
ENOPH1	Q9UHY7
CYP21A2	P08686
ATL3	Q6DD88
ATL1	Q8WXF7
FAXC	Q5TGI0
ATL2	Q8NHH9
CNPY4	Q8N129
C4orf3	Q8WVX3
WTIP	A6NIX2
MPV17L	Q2QL34
LTN1	O94822
ATN1	P54259
HHAT	Q5VTY9
EIF1AY	O14602
EIF1AX	P47813
RAD21L1	Q9H4I0
ADIPOQ	Q15848
CNPY2	Q9Y2B0
CNPY3	Q9BT09
SHC4	Q6S5L8
CD274	Q9NZQ7
SHC2	P98077
SHC3	Q92529
SHC1	P29353
EIF1AD	Q8N9N8
EIF4EBP1	Q13541
EIF4EBP2	Q13542
EIF4EBP3	O60516
CD276	Q5ZPR3
LINC01006	Q8NI28
LTO1	Q8WV07
SHBG	P04278
MT-CYB	P00156
OR7A10	O76100
MCMDC2	Q4G0Z9
AKAP8L	Q9ULX6
HHEX	Q03014
UNKL	Q9H9P5
OR7A17	O14581
ATRX	P46100
ATRN	O75882
TMBIM4	Q9HC24
TMBIM1	Q969X1
TMBIM6	P55061
PRPS2	P11908
PRPS1	P60891
DEPP1	Q9NTK1
PCDH1	Q08174
PCDH9	Q9HC56
PCDH7	O60245
PCDH8	O95206
CD248	Q9HCU0
CD247	P20963
CD244	Q9BZW8
LTV1	Q96GA3
HHIP	Q96QV1
NUDT1	P36639
NUDT2	P50583
NUDT5	Q9UKK9
NUDT6	P53370
NUDT3	O95989
NUDT4	Q9NZJ9
IL27RA	Q6UWB1
MFSD2A	Q8NA29
MFSD11	O43934
MFSD12	Q6NUT3
MFSD10	Q14728
CD226	Q15762
USHBP1	Q8N6Y0
FBF1	Q8TES7
GREB1	Q4ZG55
BSDC1	Q9NW68
ALDH6A1	Q02252
CD209	Q9NNX6
CD207	Q9UJ71
CD200	P41217
DHRS12	A0PJE2
WFDC8	Q8IUA0
WFDC9	Q8NEX5
DHRS13	Q6UX07
WFDC6	Q9BQY6
DHRS11	Q6UWP2
FBH1	Q8NFZ0
WT1-AS	Q06250
WFDC1	Q9HC57
WFDC5	Q8TCV5
SH3RF1	Q7Z6J0
WFDC2	Q14508
WFDC3	Q8IUB2
AKAP12	Q02952
AKAP13	Q12802
AKAP10	O43572
AKAP11	Q9UKA4
AKAP14	Q86UN6
ZADH2	Q8N4Q0
MFSD4A	Q8N468
SHOX	O15266
MFSD4B	Q5TF39
PNPLA7	Q6ZV29
PNPLA8	Q9NP80
PCDHB15	Q9Y5E8
PCDHB14	Q9Y5E9
PCDHB13	Q9Y5F0
PCDHB12	Q9Y5F1
PCDHB11	Q9Y5F2
PCDHB10	Q9UN67
SH3RF3	Q8TEJ3
NUDT9	Q9BW91
SH3RF2	Q8TEC5
NUDT7	P0C024
MIS18A	Q9NYP9
NUDT8	Q8WV74
PCDHB16	Q9NRJ7
OTULIN	Q96BN8
PNPLA3	Q9NST1
CCNYL1	Q8N7R7
PNPLA4	P41247
PNPLA5	Q7Z6Z6
PNPLA6	Q8IY17
KIAA1958	Q8N8K9
PNPLA1	Q8N8W4
PNPLA2	Q96AD5
ZFAND4	Q86XD8
UBE3C	Q15386
ZFAND3	Q9H8U3
UBE3D	Q7Z6J8
ZFAND6	Q6FIF0
ZFAND5	O76080
UBE3A	Q05086
ZFAND1	Q8TCF1
UBE3B	Q7Z3V4
UBE2Z	Q9H832
UBE4A	Q14139
UBE4B	O95155
POU3F1	Q03052
POU3F2	P20265
POU3F3	P20264
POU3F4	P49335
SHQ1	Q6PI26
MAP7D3	Q8IWC1
SHPK	Q9UHJ6
MAP7D1	Q3KQU3
EHBP1L1	Q8N3D4
MAP7D2	Q96T17
SIDT1	Q9NXL6
SIDT2	Q8NBJ9
FBN2	P35556
FBN3	Q75N90
BHLHE22	Q8NFJ8
BHLHE23	Q8NDY6
DHRS7B	Q6IAN0
TFAP2A	P05549
UBE2F	Q969M7
TFAP2B	Q92481
TFAP2C	Q92754
UBE2H	P62256
UBE2I	P63279
TFAP2D	Q7Z6R9
UBE2B	P63146
TFAP2E	Q6VUC0
UBE2C	O00762
UBE2A	P49459
UBE2W	Q96B02
UBE2S	Q16763
CCPG1	Q9ULG6
UBE2T	Q9NPD8
BHLHE40	O14503
UBE2U	Q5VVX9
UBE2N	P61088
UBE2O	Q9C0C9
UBE2K	P61086
UBE2M	P61081
FBN1	P35555
RASGEF1A	Q8N9B8
RASGEF1B	Q0VAM2
MAN1A2	O60476
RASGEF1C	Q8N431
DACT2	Q5SW24
DACT3	Q96B18
MAN1A1	P33908
ARFGEF3	Q5TH69
DACT1	Q9NYF0
GREM1	O60565
GREM2	Q9H772
DPPA4	Q7L190
DPPA3	Q6W0C5
DPPA2	Q7Z7J5
MAN1B1	Q9UKM7
FBP1	P09467
FBP2	O00757
RAP1GDS1	P52306
MAN1C1	Q9NR34
FBRS	Q9HAH7
ARFGEF1	Q9Y6D6
ARFGEF2	Q9Y6D5
SLC50A1	Q9BRV3
MAP10	Q9P2G4
DLEU1	O43261
CDK5RAP1	Q96SZ6
PROK2	Q9HC23
CDK5RAP3	Q96JB5
PROK1	P58294
CDK5RAP2	Q96SN8
MAP1S	Q66K74
ZC2HC1C	Q53FD0
ZC2HC1B	Q5TFG8
ZC2HC1A	Q96GY0
MAP1B	P46821
MAP1A	P78559
RPS4Y2	Q8TD47
NAIF1	Q69YI7
RPS4Y1	P22090
HMOX1	Q6FH11
PROM1	O43490
HMOX2	Q6FH11
PROM2	Q8N271
BARD1	Q99728
IRF2BP1	Q8IU81
IRF2BP2	Q7Z5L9
NCOR2	Q9Y618
NCOR1	O75376
SIAE	Q9HAT2
CSNK1A1	P48729
ECEL1	O95672
SYNJ2BP	P57105
SMOC2	Q9H3U7
SMOC1	Q9H4F8
CYP20A1	Q6UW02
NUCB1	Q02818
NUCB2	P80303
OXNAD1	Q96HP4
PROS1	P07225
AUP1	Q9Y679
HID1	Q8IV36
SNRNP35	Q16560
PCDHAC2	Q9Y5I4
PCDHAC1	Q9H158
CSNK1G3	Q9Y6M4
SUPT16H	Q9Y5B9
HIC1	Q14526
HIC2	Q96JB3
SNRNP27	Q8WVK2
SNRNP25	Q9BV90
CSNK1G2	P78368
CSNK1G1	Q9HCP0
BOLA2B	Q9H3K6
EIF2B5	Q13144
EIF2B4	Q9UI10
EIF2B3	Q9NR50
EIF2B2	P49770
M6PR	P20645
ERVK-19	Q9WJR5
ERVK-10	P10266
CYR61	O00622
FCAR	P24071
SNRNP70	P08621
PIP5KL1	Q5T9C9
ZNF295-AS1	Q8N0V1
EIF2B1	Q14232
PROP1	O75360
FOXD4L6	Q3SYB3
CATSPERB	Q9H7T0
CATSPERE	Q5SY80
CATSPERD	Q86XM0
CATSPERG	Q6ZRH7
FOXD4L3	Q6VB84
FOXD4L4	Q8WXT5
FOXD4L1	Q9NU39
CATSPER1	Q8NEC5
CATSPER3	Q86XQ3
CATSPER2	Q96P56
CATSPER4	Q7RTX7
SELENBP1	Q13228
ANGPT4	Q9Y264
PPIL1	Q9Y3C6
PPIL2	Q13356
ANGPT2	O15123
ANGPT1	Q15389
SNRNP40	Q96DI7
SNRNP48	Q6IEG0
PPIL3	Q9H2H8
PPIL4	Q8WUA2
PPIL6	Q8IXY8
FCF1	Q9Y324
RPL36AL	Q969Q0
SIL1	Q9H173
DLEC1	Q9Y238
SIK3	Q9Y2K2
SIK1	P57059
SIK2	Q9H0K1
TRAV29DV5	P04437
TP53BP2	Q13625
TP53BP1	Q12888
CCR10	P46092
PYCR1	P32322
PYCR2	Q96C36
PYCR3	Q53H96
CCSER2	Q9H7U1
CCSER1	Q9C0I3
SIM1	P81133
SIM2	Q14190
CD320	Q9NPF0
TOP2A	P11388
TOP2B	Q02880
HIP1	O00291
CITED1	Q99966
CITED2	Q99967
CITED4	Q96RK1
TOP3B	O95985
TOP3A	Q13472
PROX1	Q92786
ALDH5A1	P51649
CD302	Q8IX05
GUCY2C	P25092
GUCY2D	Q02846
GUCY2F	P51841
HIRA	P54198
KIAA1841	Q6NSI8
FCN1	O00602
FCN2	Q15485
FCMR	O60667
FCN3	O75636
OR2T12	Q8NG77
OR2T10	Q8NGZ9
OR2T11	Q8NH01
TATDN3	Q17R31
TATDN1	Q6P1N9
TATDN2	Q93075
SIT1	Q9Y3P8
SHISA5	Q8N114
SHISA4	Q96DD7
SHISA3	A0PJX4
SHISA2	Q6UWI4
PCDHA13	Q9Y5I0
SHISA9	B4DS77
PCDHA12	Q9UN75
PCDHA11	Q9Y5I1
PCDHA10	Q9Y5I2
SHISA6	Q6ZSJ9
PRPF4	O43172
PACRGL	Q8N7B6
PRPF6	O94906
FANCD2	Q9BXW9
PRPF3	O43395
RPS19BP1	Q86WX3
PRPF8	Q6P2Q9
TIMM23B	Q5SRD1
POU2F1	P14859
EIF2S2	P20042
POU2F2	P09086
EIF2S1	P05198
POU2F3	Q9UKI9
EIF2S3	P41091
PRPH2	P23942
AVEN	Q9NQS1
SIX1	Q15475
IRF2BPL	Q9H1B7
SIX6	O95475
SIX4	Q9UIU6
SIX5	Q8N196
SIX2	Q9NPC8
SIX3	O95343
COLEC12	Q5KU26
COLEC11	Q9BWP8
COLEC10	Q9Y6Z7
OR2T34	Q8NGX1
OR2T35	Q8NGX2
OR2T33	Q8NG76
MAPK9	P45984
MAPK8	P45983
MAPK7	Q13164
MAPK1	P28482
OR5AK3P	Q8NH89
MAPK6	Q16659
MAPK4	P31152
MAPK3	P27361
OR2T27	Q8NH04
QPCTL	Q9NXS2
OR2T29	Q8NH02
TDRKH	Q9Y2W6
AVIL	O75366
LSM10	Q969L4
LSM12	Q3MHD2
LSM11	P83369
UPB1	Q9UBR1
OPRPN	Q99935
CYB5R2	Q6BCY4
CYB5R1	Q9UHQ9
CYB5R4	Q7L1T6
CYB5R3	P00387
PRRT1	Q99946
PRRT3	Q5FWE3
PRRT2	Q7Z6L0
ALS2CR12	Q96Q35
CYB5RL	Q6IPT4
AVL9	Q8NBF6
PRRT4	C9JH25
JPH1	Q9HDC5
JPH4	Q96JJ6
JPH2	Q9BR39
JPH3	Q8WXH2
UPF2	Q9HAU5
UPF1	Q92900
CCSAP	NP_660300
PELI1	Q96FA3
PELI3	Q8N2H9
PELI2	Q9HAT8
GPA33	Q99795
RABAC1	Q9UI14
UPK2	O00526
RUVBL2	Q9Y230
RUVBL1	Q9Y265
EPM2A	O95278
AGTPBP1	Q9UPW5
S100A2	P29034
S100A1	P23297
OLFM4	Q6UX06
FTSJ1	Q9UET6
FRMD1	Q8N878
FTSJ3	Q8IY81
FRMD3	A2A2Y4
OLFM1	Q99784
FRMD5	Q7Z6J6
OLFM2	O95897
TXLNA	P40222
FRMD6	Q96NE9
OLFM3	Q96PB7
MAPKAPK3	Q16644
TXLNB	Q8N3L3
FRMD7	Q6ZUT3
FRMD8	Q9BZ67
MAPKAPK2	P49137
S100A6	P06703
S100A5	P33763
S100A4	P26447
MAPKAPK5	Q8IW41
S100A3	P33764
S100A9	P06702
S100A8	P05109
S100A7	P31151
UBFD1	O14562
LVRN	Q6Q4G3
CALR3	Q96L12
CRYBG1	Q9Y4K1
CRYBG3	Q68DQ2
PMEPA1	Q969W9
UPP2	O95045
UPP1	Q16831
DNM1L	O00429
PELP1	Q8IZL8
SIGMAR1	Q99720
QTRT1	Q9BXR0
QTRT2	Q9H974
PPM1A	P35813
PPM1B	O75688
RUSC1-AS1	Q66K80
PPM1L	Q5SGD2
PPM1M	Q96MI6
PPM1N	Q8N819
SHCBP1L	Q9BZQ2
PPM1H	Q9ULR3
AFG1L	Q8WV93
PPM1J	Q5JR12
PPM1K	Q8N3J5
PPM1D	O15297
BARX1	Q9HBU1
PPM1E	Q8WY54
BARX2	Q9UMQ3
PPM1F	P49593
PPM1G	O15355
ELMSAN1	Q6PJG2
TP53INP2	Q8IXH6
TP53INP1	Q96A56
MCOLN3	Q8TDD5
PRRX1	P54821
PRRX2	Q99811
LYSMD2	Q8IV50
LYSMD1	Q96S90
TPD52L3	Q96J77
LYSMD3	Q7Z3D4
MCOLN1	Q9GZU1
TPD52L1	Q16890
TPD52L2	O43399
MCOLN2	Q8IZK6
TMLHE	Q9NVH6
ALDH8A1	Q9H2A2
JPT1	Q9UK76
JPT2	Q9H910
JMJD1C	Q15652
CYB5D2	Q8WUJ1
CYB5D1	Q6P9G0
RASSF1	Q9NS23
RASSF2	P50749
RASSF3	Q86WH2
RASSF4	Q9H2L5
RASSF5	Q8WWW0
RASSF6	Q6ZTQ3
CALN1	Q9BXU9
C5orf15	Q8NC54
CD2BP2	O95400
UPRT	Q96BW1
PLA1A	Q53H76
ZMPSTE24	O75844
C5orf24	Q7Z6I8
C5orf22	Q49AR2
RASSF7	Q02833
DCLK3	Q9C098
DCLK2	Q8N568
RASSF8	Q8NHQ8
RASSF9	O75901
C5orf30	Q96GV9
DCLK1	O15075
C5orf34	Q96MH7
C5orf38	Q86SI9
CALM3	P0DP25
CALM1	P0DP23
CALM2	P0DP24
INTS11	Q5TA45
INTS12	Q96CB8
INTS13	Q9NVM9
INTS14	Q96SY0
GPAA1	O43292
INTS10	Q9NVR2
SECTM1	Q8WVN6
C5orf46	Q6UWT4
C5orf49	A4QMS7
GRIPAP1	Q4V328
C5orf51	A6NDU8
C5orf58	C9J3I9
POPDC2	Q9HBU9
POPDC3	Q9HBV1
DERL3	Q96Q80
DERL1	Q9BUN8
CRYBA2	P53672
C5orf60	A6NFR6
DERL2	Q9GZP9
TXLNG	Q9NUQ3
CRYBA1	P05813
CRYBA4	P53673
C5orf64	Q2M2E5
EXOSC7	Q15024
EXOSC6	Q5RKV6
EXOSC5	Q9NQT4
EXOSC4	Q9NPD3
EXOSC9	Q06265
EXOSC8	Q96B26
EXOSC3	Q9NQT5
EXOSC2	Q13868
EXOSC1	Q9Y3B2
CRYBB1	P53674
CRYBB3	P26998
CRYBB2	P43320
WWC1	Q8IX03
WWC2	Q6AWC2
PPME1	Q9Y570
KHSRP	Q92945
CCRL2	O00421
WWC3	Q9ULE0
MAT1A	Q00266
MASP2	O00187
MASP1	P48740
PSMD10	O75832
PSMD12	O00232
CALCA	P06881
PSMD11	O00231
CALCB	P10092
PSMD14	O00487
PSMD13	Q9UNM6
CALCR	P30988
CALD1	Q05682
FDPS	P14324
TIMM10B	Q9Y5J6
QDPR	P09417
MAST4	O15021
MAST3	O60307
PRKCSH	P14314
CPXM2	Q8N436
MAST2	Q6P0Q8
MAST1	Q9Y2H9
CALB2	P22676
CALB1	P05937
TIMM17A	Q99595
MLST8	Q9BVC4
TIMM17B	O60830
CPXM1	Q96SM3
CYREN	Q9BWK5
POU1F1	P28069
MASTL	Q96GX5
MAT2B	Q9NZL9
SAMHD1	Q9Y3Z3
AURKC	Q9UQB9
AURKB	Q96GD4
AURKA	O14965
MAT2A	P31153
SH3TC1	Q8TE82
DEFA1B	P59665
CYP24A1	Q07973
CNTFR	P26992
SOX21	Q9Y651
HOXA9	P31269
SOX17	Q9H6I2
SOX18	P35713
SOX15	O60248
FDXR	P22570
HOXA3	O43365
HOXA2	O43364
HOXA1	P49639
HOXA7	P31268
HOXA5	P20719
HOXA4	Q00056
